restaurant_name,restaurant_type,rating,num_ratings,cost_for_two,online_order,table_booking,cuisines,area,address,cost_per_person,rating_category
The Konkan - Seafood Restaurant,Casual Dining,4.4,218,850.0,1,1,"Seafood, Konkan, Mangalorean",Brigade Road,St. Marks Road,425.0,Excellent
The Kream Story,"Dessert Parlor, Quick Bites",4.1,37,500.0,1,0,"Desserts, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,250.0,Excellent
The Krishna Grand,Casual Dining,3.9,888,750.0,1,0,"North Indian, South Indian, Chinese, Fast Food, Juices",Banashankari,Banashankari,375.0,Good
The Krishna Grand Xpress,Quick Bites,4.0,136,350.0,1,0,"South Indian, Fast Food",Banashankari,Jayanagar,175.0,Excellent
The Lakefront Kitchen,Casual Dining,3.7,19,600.0,0,0,"North Indian, Chinese, Mughlai",Sarjapur Road,Electronic City,300.0,Good
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,"Bakery, Dessert Parlor",3.2,33,600.0,0,0,"Bakery, Desserts",Malleshwaram,Seshadripuram,300.0,Good
The Lantern Restaurant & Bar - The Ritz-Carlton...,"Fine Dining, Bar",4.3,430,3500.0,0,1,Chinese,Lavelle Road,Residency Road,1750.0,Excellent
The Lassi and Juice Park,"Beverage Shop, Dessert Parlor",3.8,28,150.0,0,0,"Juices, Desserts",Banashankari,Banashankari,75.0,Good
The Lassi Bar,Beverage Shop,3.7,42,300.0,0,0,"Beverages, Juices","Byresandra,Tavarekere,Madiwala",BTM,150.0,Good
The Lassi Park,Beverage Shop,3.8,37,200.0,0,0,"Juices, Desserts",Frazer Town,Frazer Town,100.0,Good
The Leela Cake Shop - The Leela Palace,Dessert Parlor,3.9,72,1200.0,0,0,"Desserts, Bakery",Indiranagar,Old Airport Road,600.0,Good
The Lemon Grass Kitchen,Quick Bites,3.3,5,300.0,0,0,"Chinese, Thai",Electronic City,Electronic City,150.0,Good
The Light House Restaurant,Casual Dining,4.2,53,500.0,1,0,"North Indian, Chinese, Seafood",New BEL Road,New BEL Road,250.0,Excellent
The Lighthouse Cafe,Casual Dining,3.6,21,650.0,0,0,"American, Italian",Whitefield,Whitefield,325.0,Good
The Litti Company,"Takeaway, Delivery",3.5,26,400.0,1,0,Bihari,Whitefield,Whitefield,200.0,Good
The Little Chef,Casual Dining,3.5,136,600.0,0,0,"North Indian, Chinese",HSR,HSR,300.0,Good
The Little Kitchen,Quick Bites,3.3,4,300.0,1,0,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",JP Nagar,150.0,Good
The Lobby Brew - Conrad Bengaluru,Cafe,3.8,24,2200.0,0,1,"Cafe, North Indian, Fast Food",Indiranagar,Ulsoor,1100.0,Good
The Lobby Lounge - Shangri-La Hotel,Cafe,3.8,56,2000.0,0,0,Cafe,Lavelle Road,Vasanth Nagar,1000.0,Good
The Lobby Lounge - The Ritz-Carlton,Casual Dining,4.1,28,2000.0,0,0,Beverages,Brigade Road,Residency Road,1000.0,Excellent
The Local,"Pub, Casual Dining",4.2,1196,1400.0,1,1,"Finger Food, Continental, Italian, Salad",Kalyan Nagar,Kalyan Nagar,700.0,Excellent
The Local - Burger Bar,"Pub, Casual Dining",3.8,152,1500.0,0,0,"American, Pizza, Burger",Koramangala 4th Block,Koramangala 6th Block,750.0,Good
The Local - Terrace Drinkery,"Pub, Casual Dining",4.0,1408,1000.0,0,0,"Continental, American, Pizza, BBQ",Koramangala 4th Block,Koramangala 6th Block,500.0,Excellent
The London Curry House - The Royale Senate Hotel,"Casual Dining, Bar",4.5,3953,1300.0,0,0,"Pizza, North Indian, Modern Indian",Malleshwaram,Race Course Road,650.0,Excellent
The London Shakes,Beverage Shop,2.8,40,400.0,1,0,"Beverages, Fast Food",Koramangala 4th Block,BTM,200.0,Poor
The Lounge - Eden Park Restaurants,Lounge,3.7,151,1350.0,0,1,"North Indian, Afghani",Basavanagudi,Jayanagar,675.0,Good
The Lounge - The Chancery Pavilion,Casual Dining,3.7,34,2000.0,0,0,"Chinese, North Indian, South Indian",Brigade Road,Residency Road,1000.0,Good
The Lovin' Oven Cakery,Bakery,3.5,11,500.0,0,0,"Bakery, Desserts",Frazer Town,Banaswadi,250.0,Good
The Mad Teapot,Cafe,4.1,287,850.0,0,1,Cafe,Indiranagar,Indiranagar,425.0,Excellent
The Magic Chef,Quick Bites,3.7,28,300.0,0,0,"North Indian, Chinese",Electronic City,Electronic City,150.0,Good
The Mangalorean,Casual Dining,4.1,229,550.0,1,1,"Konkan, Mangalorean, Seafood",Frazer Town,Kammanahalli,275.0,Excellent
The Maori - Aurick Boutique Hotel,Casual Dining,3.5,44,1000.0,0,0,"Chinese, North Indian",Jayanagar,JP Nagar,500.0,Good
The Marash,Dessert Parlor,4.3,62,250.0,1,0,"Turkish, Desserts","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,125.0,Excellent
The Marina,Casual Dining,4.4,542,1200.0,0,0,"Seafood, Continental, North Indian, South Indian",Indiranagar,Indiranagar,600.0,Excellent
The Market - The Ritz-Carlton,Fine Dining,4.3,612,3400.0,0,1,"North Indian, European, Thai",Brigade Road,Residency Road,1700.0,Excellent
The Meal Story,Casual Dining,4.1,262,700.0,1,0,"North Indian, Street Food",Sarjapur Road,Sarjapur Road,350.0,Excellent
The Midnight Kitchen,Delivery,3.8,72,250.0,1,0,"Continental, Chinese",Koramangala 4th Block,Koramangala 8th Block,125.0,Good
The Milkshake Co and More,"Takeaway, Delivery",2.8,40,250.0,1,0,"Beverages, Desserts, Fast Food",Electronic City,South Bangalore,125.0,Poor
The Milkshake Theory,Beverage Shop,2.8,40,400.0,1,0,"Beverages, Fast Food",Whitefield,Whitefield,200.0,Poor
The Mint Resto Bar,"Casual Dining, Bar",2.6,62,1000.0,0,1,"North Indian, Chinese, Andhra",Marathahalli,Marathahalli,500.0,Poor
The Mirchi,"Takeaway, Delivery",3.3,22,400.0,1,0,"Chinese, North Indian, Bengali",Electronic City,Electronic City,200.0,Good
The Modak,Quick Bites,3.6,18,400.0,1,0,"North Indian, Street Food, Desserts, Chinese",Bellandur,Bellandur,200.0,Good
The Momo Farm,Quick Bites,3.7,25,300.0,1,0,"Chinese, Tibetan",New BEL Road,Jalahalli,150.0,Good
The Monalisa Restaurant,Quick Bites,3.3,4,300.0,1,0,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,150.0,Good
The Mughal's,Quick Bites,3.7,89,400.0,1,0,"Mughlai, North Indian, Chinese",Brigade Road,Frazer Town,200.0,Good
The Munch Box,Quick Bites,2.8,40,300.0,0,0,"American, Chinese","Byresandra,Tavarekere,Madiwala",HSR,150.0,Poor
The Mylapore Cafe,Quick Bites,3.7,23,150.0,0,0,South Indian,Koramangala 4th Block,Koramangala 1st Block,75.0,Good
The Nest - The Den Bengaluru,"Bar, Casual Dining",3.4,13,1500.0,0,0,"Finger Food, North Indian, Continental",Whitefield,"ITPL Main Road, Whitefield",750.0,Good
The Night King,"Takeaway, Delivery",3.3,4,400.0,0,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,200.0,Good
The Night Watch Express,"Takeaway, Delivery",3.0,53,500.0,1,0,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,250.0,Good
The North and South Restaurant,"Takeaway, Delivery",3.2,15,400.0,1,0,"North Indian, Chinese, South Indian",Brookefield,Whitefield,200.0,Good
The Nosh House,Delivery,4.3,220,600.0,1,0,"American, Italian, Bakery, Desserts, Sandwich, Beverages, Salad, Rolls",Bellandur,Sarjapur Road,300.0,Excellent
The Nourished Kitchen,Delivery,3.5,40,400.0,0,0,"Asian, Continental, Healthy Food",Koramangala 6th Block,BTM,200.0,Good
The Ocean Kitchen,Quick Bites,2.8,40,200.0,0,0,"North Indian, Chinese, Seafood, South Indian",Bannerghatta Road,Bannerghatta Road,100.0,Poor
The Old Fashioned Bar,Bar,4.5,569,1000.0,0,1,"Finger Food, North Indian, Continental",Koramangala 4th Block,Koramangala 6th Block,500.0,Excellent
The Only Place,Casual Dining,4.2,2923,1000.0,1,1,"Italian, American, Steak, Continental, BBQ, Salad",Brigade Road,Church Street,500.0,Excellent
The Onyx - The HHI Select Bengaluru,Casual Dining,3.3,177,950.0,0,0,"North Indian, Chinese, Continental",Bannerghatta Road,JP Nagar,475.0,Good
The Open Box,"Casual Dining, Bar",4.2,2270,1400.0,1,1,"European, North Indian, Mediterranean, Asian, Salad",Brigade Road,St. Marks Road,700.0,Excellent
The Open Cafe,Cafe,3.7,15,500.0,1,0,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala",HSR,250.0,Good
The Orchard,Casual Dining,4.0,672,900.0,1,1,North Indian,Malleshwaram,Sadashiv Nagar,450.0,Excellent
The Orchid,Casual Dining,3.7,55,1400.0,0,0,"North Indian, Continental",Rajajinagar,Majestic,700.0,Good
The Oriental Spice - Ashraya Hotel,Casual Dining,3.8,159,1300.0,1,0,"Chinese, Thai, Indonesian",Residency Road,Infantry Road,650.0,Good
The Original Bistro,Casual Dining,4.1,71,600.0,0,0,"Italian, Beverages",Kalyan Nagar,Kalyan Nagar,300.0,Excellent
The Pakoda Shop,Delivery,3.4,12,150.0,1,0,Street Food,Kalyan Nagar,Kalyan Nagar,75.0,Good
The Pallavas ( Authentic Taste Of Southern Cuisine ),Quick Bites,3.7,24,400.0,1,0,South Indian,Brookefield,Brookefield,200.0,Good
The Pallet,"Microbrewery, Pub",4.5,2745,1600.0,0,1,"Continental, Mediterranean, Italian, North Indian, Finger Food, Asian, Momos",Whitefield,Whitefield,800.0,Excellent
The Pancake Story,Dessert Parlor,4.6,117,300.0,1,0,"Desserts, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,150.0,Excellent
The Paramount Hotel,Casual Dining,2.9,319,1000.0,1,0,"North Indian, Chinese, Kerala, Mughlai, Arabian, Beverages",Indiranagar,Domlur,500.0,Poor
The Paratha Company,Delivery,4.2,402,400.0,1,0,North Indian,Brookefield,Whitefield,200.0,Excellent
The Paratha Stories,Delivery,3.3,35,400.0,1,0,North Indian,Bellandur,Koramangala 1st Block,200.0,Good
The Paratha Studio,Quick Bites,2.8,40,200.0,0,0,North Indian,Sarjapur Road,Bellandur,100.0,Poor
The Park East 01,Casual Dining,3.8,53,750.0,0,0,"North Indian, Chinese",Malleshwaram,Race Course Road,375.0,Good
The Park Inn Restaurant,Quick Bites,3.0,18,450.0,0,0,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,225.0,Good
The Parotta Master,Delivery,2.9,43,400.0,1,0,South Indian,Indiranagar,Jeevan Bhima Nagar,200.0,Poor
The Parrot House,Quick Bites,2.8,40,200.0,0,0,"North Indian, Sandwich, Beverages",Whitefield,Whitefield,100.0,Poor
The Pastry House,Bakery,3.8,60,400.0,1,0,"Bakery, Desserts",Electronic City,Electronic City,200.0,Good
The Pastry Inn,Bakery,3.5,24,300.0,1,0,Bakery,Malleshwaram,Sanjay Nagar,150.0,Good
The Pavillion,Casual Dining,2.7,43,1000.0,0,0,"North Indian, Continental, South Indian, Chinese",Bannerghatta Road,JP Nagar,500.0,Poor
The Perfect Stop,Quick Bites,3.5,11,300.0,0,0,"Italian, Fast Food, Pizza",Lavelle Road,Shanti Nagar,150.0,Good
The Permit Room,"Casual Dining, Bar",4.5,1573,1500.0,0,0,South Indian,Brigade Road,Brigade Road,750.0,Excellent
The Persian Terrace - Sheraton Grand Bangalore Hotel...,Fine Dining,4.2,563,2500.0,0,1,"Lebanese, Mediterranean, Afghan",Malleshwaram,Malleshwaram,1250.0,Excellent
The Pipe Rack,Casual Dining,3.7,38,700.0,0,0,Cafe,Kammanahalli,Kalyan Nagar,350.0,Good
The Pizza Bakery,Casual Dining,4.8,1724,1200.0,1,1,"Italian, Pizza, Beverages",Indiranagar,Indiranagar,600.0,Excellent
The Pizzeria,Casual Dining,2.8,45,800.0,1,0,"Pizza, Italian, Salad",Banashankari,Banashankari,400.0,Poor
The Platonic Cafe,Cafe,2.8,40,500.0,1,0,"Cafe, Beverages",Electronic City,Electronic City,250.0,Poor
The Podium Sports Bar,Bar,3.8,24,1200.0,0,0,Finger Food,Brookefield,Marathahalli,600.0,Good
The Pump House,Microbrewery,4.3,680,1500.0,0,0,"Continental, Finger Food",JP Nagar,JP Nagar,750.0,Excellent
The Punjabi,Casual Dining,2.9,32,550.0,1,0,"North Indian, Mughlai, Biryani, Chinese",Bellandur,Bellandur,275.0,Poor
The Punjabi Bites,Quick Bites,3.9,82,150.0,0,0,North Indian,Indiranagar,Old Airport Road,75.0,Good
The Punjabi Park,Casual Dining,3.5,31,500.0,1,0,North Indian,Whitefield,Whitefield,250.0,Good
The Punjabi Rasoi,Casual Dining,2.8,40,800.0,0,0,North Indian,Bannerghatta Road,JP Nagar,400.0,Poor
The Purple Pan,Casual Dining,4.1,500,600.0,1,0,"North Indian, Chinese",Malleshwaram,Rajajinagar,300.0,Excellent
The Raj Pavilion - ITC Windsor,Fine Dining,4.2,371,2400.0,0,1,"North Indian, Continental, Asian",Malleshwaram,Sankey Road,1200.0,Excellent
The Rasaganga,Casual Dining,3.6,409,500.0,1,0,"South Indian, North Indian, Chinese, Street Food",Sarjapur Road,Bellandur,250.0,Good
The Rasoi,Casual Dining,3.7,33,650.0,0,0,"North Indian, Chinese, Hyderabadi",Malleshwaram,Seshadripuram,325.0,Good
The Rasoiya Street,Casual Dining,4.1,1318,800.0,1,1,"North Indian, Continental, Mediterranean, Chinese","Byresandra,Tavarekere,Madiwala",HSR,400.0,Excellent
The Red Lantern,Casual Dining,3.7,82,800.0,1,0,"Chinese, Momos",Kammanahalli,Banaswadi,400.0,Good
The Red Tandoor,Quick Bites,3.2,6,400.0,1,0,"Chinese, North Indian",Marathahalli,Marathahalli,200.0,Good
The Rendezvous,Casual Dining,3.7,483,800.0,1,0,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,400.0,Good
The Rennan's Cafe,Quick Bites,2.9,48,250.0,1,0,"Chinese, Fast Food, Momos",Frazer Town,Kammanahalli,125.0,Poor
The Reservoire,"Bar, Casual Dining",4.5,2540,1300.0,0,1,"Continental, North Indian, Chinese, American, Pizza, Finger Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,650.0,Excellent
The Restaurant,Casual Dining,3.7,23,1200.0,0,0,"Continental, Chinese, North Indian",Brookefield,Marathahalli,600.0,Good
The Restaurant - Coorg,Casual Dining,4.3,504,1100.0,0,1,South Indian,Indiranagar,Indiranagar,550.0,Excellent
The Retro,Quick Bites,3.2,47,300.0,1,0,"Chinese, Burger","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,150.0,Good
The Rice Bowl,"Casual Dining, Bar",4.3,500,1300.0,1,1,"Chinese, Momos",Brigade Road,Lavelle Road,650.0,Excellent
The Rice Company,Delivery,2.8,40,500.0,0,0,North Indian,Marathahalli,Marathahalli,250.0,Poor
The Rich Crust,Cafe,3.8,43,600.0,1,0,"Cafe, European, Continental",New BEL Road,Sahakara Nagar,300.0,Good
THE RIG,"Microbrewery, Casual Dining",4.3,1585,1500.0,0,1,"Continental, Finger Food, Pizza",Bellandur,Sarjapur Road,750.0,Excellent
The Ritz-Carlton Bar - The Ritz-Carlton,Lounge,4.0,93,2000.0,0,0,Finger Food,Brigade Road,Residency Road,1000.0,Excellent
The Roastery,Cafe,4.3,167,500.0,0,0,Cafe,Kalyan Nagar,Kalyan Nagar,250.0,Excellent
The Rogue Elephant,Casual Dining,4.3,1037,1000.0,0,1,"Desserts, Asian, Beverages",Basavanagudi,Basavanagudi,500.0,Excellent
The Rolling Pin,"Bakery, Dessert Parlor",4.0,74,400.0,0,0,"Bakery, Desserts",Indiranagar,Indiranagar,200.0,Excellent
The RoofTop,Casual Dining,3.3,4,1000.0,0,0,"North Indian, Asian, Mediterranean",Brigade Road,St. Marks Road,500.0,Good
The Royal Corner - Pai Viceroy,Casual Dining,4.2,815,900.0,1,1,"North Indian, Chinese",Banashankari,Jayanagar,450.0,Excellent
The Salad Studio,Cafe,4.0,107,400.0,1,0,"Cafe, Healthy Food, Salad",Bellandur,Bellandur,200.0,Excellent
The Salt Grill - Hilton Bangalore Embassy Golflinks,Fine Dining,4.1,94,3000.0,0,1,"European, Mediterranean, Salad",Koramangala 4th Block,Domlur,1500.0,Excellent
The Sanctuary,Cafe,3.9,61,450.0,0,0,"Cafe, Fast Food",Frazer Town,Banaswadi,225.0,Good
The Sandesh Factory,Sweet Shop,3.2,4,150.0,0,0,"Mithai, Desserts",Bannerghatta Road,Bannerghatta Road,75.0,Good
The Sandwich Club,Quick Bites,3.9,88,250.0,1,0,Fast Food,"Byresandra,Tavarekere,Madiwala",HSR,125.0,Good
The Second Wife,Casual Dining,3.7,68,800.0,1,0,"South Indian, Andhra, Biryani",Kalyan Nagar,Hennur,400.0,Good
The Shake Factory Originals,"Beverage Shop, Quick Bites",3.3,8,200.0,0,0,"Beverages, Fast Food",Bannerghatta Road,Bannerghatta Road,100.0,Good
The Shawarma Inc,Quick Bites,3.3,94,200.0,1,0,"Arabian, Fast Food","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,100.0,Good
The Shawarma Shop,Quick Bites,2.8,40,250.0,0,0,Arabian,HSR,Koramangala 4th Block,125.0,Poor
The Sip Shop,Quick Bites,2.8,40,200.0,1,0,"Pizza, Beverages, Ice Cream",Banashankari,Basavanagudi,100.0,Poor
The Sky Lounge - Tamarind Hospitality,Bar,3.7,40,1200.0,0,0,"North Indian, South Indian, Chinese, Continental",Kalyan Nagar,Banaswadi,600.0,Good
The Smoke Co.,Casual Dining,4.3,516,2500.0,1,1,"American, European","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,1250.0,Excellent
The Sofraah Kebabs & Kurries - Eden Park Restaurants,Casual Dining,3.8,176,1350.0,0,1,"North Indian, Afghan",Jayanagar,Jayanagar,675.0,Good
The Souk,Cafe,3.7,66,800.0,1,0,"Cafe, Mediterranean, Italian, Pizza, Continental",Brigade Road,Ulsoor,400.0,Good
The South,Quick Bites,3.7,21,200.0,0,0,South Indian,Whitefield,Whitefield,100.0,Good
The Spice Bazaar,"Casual Dining, Bar",4.2,332,1000.0,0,1,"North Indian, Mughlai",Brigade Road,Lavelle Road,500.0,Excellent
The Spice Box,Casual Dining,3.6,30,800.0,0,0,"North Indian, South Indian",Indiranagar,Old Airport Road,400.0,Good
The Spice Factory,Casual Dining,3.1,29,550.0,1,0,"North Indian, Mughlai, Chinese",HSR,HSR,275.0,Good
The Spice Pavillion,Casual Dining,3.7,125,600.0,1,0,North Indian,Brookefield,Marathahalli,300.0,Good
The Spice Saga,Casual Dining,3.7,124,750.0,1,0,"Biryani, North Indian, Chinese, Seafood",Banashankari,Kumaraswamy Layout,375.0,Good
The Spicy Kitchen,Quick Bites,3.1,17,300.0,1,0,"Arabian, Rolls",Old Airport Road,Thippasandra,150.0,Good
The Square - Novotel,Fine Dining,4.3,760,2500.0,0,1,"Continental, North Indian, Japanese, Italian",Bellandur,Marathahalli,1250.0,Excellent
The Square Table,Casual Dining,4.2,560,1000.0,1,1,"North Indian, Maharashtrian, South Indian",Brookefield,Whitefield,500.0,Excellent
The Story Wall Bistro,Casual Dining,3.7,18,600.0,0,0,"Italian, Continental",Kalyan Nagar,Banaswadi,300.0,Good
The Street Kitchen,Quick Bites,3.7,16,300.0,1,0,"North Indian, Fast Food, Chinese, Beverages",Malleshwaram,New BEL Road,150.0,Good
The Studio Bar,Lounge,4.0,775,1400.0,0,0,"Italian, American, North Indian",Malleshwaram,Malleshwaram,700.0,Excellent
The Studio Cafe,Cafe,3.8,20,400.0,0,0,"Cafe, Beverages",Basavanagudi,Jayanagar,200.0,Good
The Sugar Factory - Le Meridien,Club,3.9,628,2000.0,0,0,Finger Food,Lavelle Road,Sankey Road,1000.0,Good
The Sugar Fairy,Bakery,4.3,241,100.0,0,0,"Bakery, Desserts",Frazer Town,Frazer Town,50.0,Excellent
The Sugar Therapy,"Dessert Parlor, Bakery",3.8,25,500.0,0,0,"Desserts, Bakery",Brigade Road,Richmond Road,250.0,Good
The Sweet Spot,Dessert Parlor,4.0,157,300.0,0,0,Desserts,Koramangala 4th Block,Koramangala 6th Block,150.0,Excellent
The Table,Bakery,3.8,42,400.0,1,0,"Bakery, Desserts",Old Airport Road,Indiranagar,200.0,Good
The Taj Hotel,Quick Bites,3.5,12,350.0,0,0,"Biryani, Mughlai",Basavanagudi,City Market,175.0,Good
The Tandoori Chai,Quick Bites,3.9,60,400.0,1,0,"North Indian, Fast Food, Street Food, Beverages","Byresandra,Tavarekere,Madiwala",HSR,200.0,Good
The Tao Terraces,Casual Dining,3.9,1937,2100.0,1,1,"Thai, Japanese, Korean, Burmese, Chinese",Lavelle Road,MG Road,1050.0,Good
The Taste Adda,Quick Bites,2.8,40,200.0,0,0,"North Indian, Fast Food, Beverages",Brigade Road,Ulsoor,100.0,Poor
The Taste Players,Casual Dining,3.7,51,500.0,1,0,"North Indian, Chinese, Mughlai, Biryani",Whitefield,Whitefield,250.0,Good
The Teal Door Cafe,Cafe,4.2,1852,800.0,1,0,"Cafe, Continental",Indiranagar,Indiranagar,400.0,Excellent
The Terminus - The Oterra,Lounge,4.0,119,2500.0,0,1,"Finger Food, Continental",Electronic City,Electronic City,1250.0,Excellent
The Terrace at Gilly's Redefined,"Microbrewery, Casual Dining",4.5,905,1400.0,0,1,"Continental, Finger Food, Asian, North Indian",Koramangala 6th Block,Koramangala 4th Block,700.0,Excellent
The Terrace at Windmills Craftworks,Casual Dining,4.1,450,1800.0,0,0,North Indian,Brookefield,Whitefield,900.0,Excellent
The Thali Company,"Takeaway, Delivery",3.3,7,600.0,0,0,"North Indian, Lucknowi",HSR,HSR,300.0,Good
The ThickShake Factory,Beverage Shop,2.8,19,350.0,1,0,"Beverages, Juices",Brigade Road,Cunningham Road,175.0,Poor
The Three Dragons,Delivery,3.3,5,400.0,0,0,Chinese,Electronic City,Electronic City,200.0,Good
The Tiffin Express,Quick Bites,2.6,16,250.0,0,0,South Indian,Koramangala 4th Block,Koramangala 4th Block,125.0,Poor
The Timber Times Cafe,Cafe,3.2,4,400.0,0,0,Cafe,Malleshwaram,Malleshwaram,200.0,Good
The Tiny Taproom,"Bar, Casual Dining",2.8,40,800.0,0,0,"South Indian, North Indian, Chinese, Thai",Indiranagar,Indiranagar,400.0,Poor
The Tower Of Pizza,Quick Bites,2.9,16,500.0,0,0,"Pizza, Italian","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,250.0,Poor
The Trundle,Casual Dining,3.7,133,700.0,1,0,"Chinese, Thai, Continental, North Indian",Banashankari,Jayanagar,350.0,Good
The Tucck Box,Quick Bites,3.4,7,300.0,0,0,"Chinese, South Indian",JP Nagar,JP Nagar,150.0,Good
The Twenty Handmade Chocolates,Confectionery,3.8,30,300.0,1,0,Desserts,HSR,HSR,150.0,Good
The Twisted Desi,Casual Dining,2.8,40,1000.0,1,1,"Continental, Italian, North Indian, Chinese",Frazer Town,Indiranagar,500.0,Poor
The Underground Gastropub,Pub,3.0,37,1000.0,0,0,Finger Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,500.0,Good
The Underpass Pub & Grub,"Pub, Casual Dining",4.0,720,1500.0,0,1,"Finger Food, Continental, North Indian, Chinese",JP Nagar,JP Nagar,750.0,Excellent
The Upper Deck - Raaj Residency,Casual Dining,3.6,35,800.0,1,0,"North Indian, Chinese",Basavanagudi,Basavanagudi,400.0,Good
The Urban Roof,Casual Dining,3.6,80,800.0,1,0,"Italian, Chinese, Continental",Kammanahalli,Kalyan Nagar,400.0,Good
The US Burger,Quick Bites,3.0,13,150.0,0,0,Fast Food,Electronic City,Electronic City,75.0,Good
The Vacationer's Cafe,Cafe,4.1,306,600.0,1,0,"Cafe, Continental, Mexican","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,300.0,Excellent
The Vape,Casual Dining,4.0,600,800.0,1,0,"Asian, Beverages",Bellandur,HSR,400.0,Excellent
The Velu's,Kiosk,3.6,12,200.0,0,0,"Fast Food, Chinese",Indiranagar,Domlur,100.0,Good
The Village Hotel,Quick Bites,3.5,14,450.0,1,0,Kerala,"Byresandra,Tavarekere,Madiwala",HSR,225.0,Good
The Village Restaurant,Quick Bites,3.0,9,200.0,0,0,"North Indian, Chinese",Whitefield,Whitefield,100.0,Good
The Vintage Cafe,Cafe,3.0,62,400.0,1,0,"Cafe, French, North Indian",Banashankari,Banashankari,200.0,Good
The Waffcake Legacy,Dessert Parlor,4.0,167,350.0,1,0,"Desserts, Street Food, Sandwich, Beverages",Brookefield,Marathahalli,175.0,Excellent
The Waffle Press,Dessert Parlor,4.2,122,400.0,1,0,"Desserts, Ice Cream",MG Road,St. Marks Road,200.0,Excellent
The Waffle Street,"Quick Bites, Dessert Parlor",3.9,46,300.0,1,0,"Continental, Beverages, Burger, Coffee, Desserts","Byresandra,Tavarekere,Madiwala",HSR,150.0,Good
The Waffle Yard,"Dessert Parlor, Quick Bites",4.2,149,300.0,0,0,"Desserts, Fast Food",New BEL Road,New BEL Road,150.0,Excellent
The Waffles Hut,Dessert Parlor,3.6,17,400.0,1,0,Desserts,Malleshwaram,Malleshwaram,200.0,Good
The Waverly Express,Cafe,3.5,12,650.0,0,0,Cafe,Whitefield,Whitefield,325.0,Good
The Whiskey Bar,Bar,3.7,43,2800.0,0,1,"Finger Food, North Indian",Brigade Road,Race Course Road,1400.0,Good
The White Room - Coffee & Kitchen,Cafe,4.0,1701,1000.0,0,1,"Cafe, Continental, American, Desserts",Brigade Road,Church Street,500.0,Excellent
The Whitefield Arms Pub & Microbrewery,"Pub, Microbrewery",4.2,1113,1600.0,1,1,"British, Continental, BBQ",Whitefield,Whitefield,800.0,Excellent
The Wicked Cup,Cafe,3.9,56,350.0,0,0,"Cafe, Sandwich, Fast Food, Beverages, Desserts",HSR,HSR,175.0,Good
The Wok,Food Court,2.8,89,500.0,1,0,"Chinese, Momos",Brookefield,Whitefield,250.0,Poor
The Wok Shop,Quick Bites,3.4,7,500.0,1,0,"Asian, Chinese, Momos, Fast Food, Indonesian, Korean",Brigade Road,Ulsoor,250.0,Good
The World Cafe,Cafe,3.8,31,600.0,0,0,Cafe,Malleshwaram,Malleshwaram,300.0,Good
The Yellow Chilli,Casual Dining,3.8,583,1200.0,1,1,"North Indian, Mughlai, Biryani",Jayanagar,Jayanagar,600.0,Good
The Yellow Submarine,"Microbrewery, Casual Dining",4.4,2075,1200.0,0,1,"Continental, North Indian, Chinese, Pizza, Thai",JP Nagar,Bannerghatta Road,600.0,Excellent
The Yellow Tuk-Tuk Cafe,Cafe,3.6,16,500.0,0,0,"Cafe, Continental, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,250.0,Good
The Yogisthaan Cafe,Cafe,4.1,60,600.0,1,0,"Cafe, Healthy Food, Salad, Beverages","Byresandra,Tavarekere,Madiwala",Koramangala 2nd Block,300.0,Excellent
The Yummy Box,Quick Bites,3.8,28,200.0,1,0,"North Indian, Chinese",Marathahalli,Marathahalli,100.0,Good
The Yummy Tummy,Quick Bites,3.5,13,200.0,0,0,"North Indian, Street Food",Bannerghatta Road,Bannerghatta Road,100.0,Good
The Zaika Of Banaras,Quick Bites,3.3,26,350.0,1,0,"North Indian, Street Food",Marathahalli,Marathahalli,175.0,Good
Theeram Restaurant,Quick Bites,3.8,46,400.0,1,0,"North Indian, Kerala",Sarjapur Road,Sarjapur Road,200.0,Good
Thejas Bhavan,Quick Bites,3.5,27,400.0,1,0,"North Indian, South Indian, Chinese",Bannerghatta Road,Bannerghatta Road,200.0,Good
